comments	status
Great choice 	1
Nice docking station home or work	1
beautiful phone	1
Love product	1
Do Not Buy D807wrongly advertised D807	0
great little item	1
love  handy lot features 	1
purchased within 2 days no longer working         	0
wear everyday holds well	1
Not good bargain	0
Well packaged arrived time works intended	1
battery runs down quickly	0
item worked great but broke after 6 months use	0
headsets easy use everyone loves them	1
phone works great	1
construction headsets poor	0
Product excellent works better verizon Boy cheaper 	1
phone loads super 	1
For product  costs much does expect work far better greater ease thing does	0
Made sturdy	1
Worked great 	1
ear buds only play music ear	0
Dont waste your money	0
Will order from them again 	1
If plan use car forget it	0
found product waaay big	0
Best I've found so far  I've tried 2 other bluetooths best quality (for both listener) well ease using	1
I'm disappointed decision	0
Integrated seamlessly Motorola RAZR phone	1
Buyer Beware could flush money right down toilet	0
Definitely bargain	1
price good free shipping good purchase	1
received supposedly new motorola 375 apparently not match between charger	0
Pros:-Good camera nice pictures  also cool styles like black white more	1
That's huge design flaw (unless not using correctly which don't think case)	0
love 350 headset Jabra350 bluetooth headset great reception good ear piece comfortable fit	1
camera although rated impressive 13 megapixels renders images  fall well below expectations such relatively high resolution	0
purcashed car charger does not work	0
Sound quality both end excellent use headset call wife ask wife use headset call  2	1
phone slim light display beautiful	1
its little geeky but think s its sex toast rocks oozes sex right down its battery embedded sleek stylish leather case	1
Great product fast shipping 	1
Absolutely great	1
keyboard nice compromise between full QWERTY basic cell number keypad	1
got around end may completely unhappy it	0
comfortable ear	1
been winner us	1
)Setup couldn't been simpler	1
I've tried several different earpieces cell Jabra first I've found  fits ear comfortably	1
Could not get strong enough signal	0
Iam pleased purchase	1
Bad Quality	0
Gets job done	1
Great audio 	1
Basically service bad	0
it not work cell plug am set charger 	0
I've only bluetooth few weeks but really like it	1
BT headset such disapoinment	0
so small don't even realize  after while getting used it	1
accompanied software almost brilliant	1
Headset works great & packaged nicely avoid any damage	1
 definitly recommend  	1
Buyer--Be Careful     	0
majority Logitech earbud headsets failed	0
Very good stuff price	1
My headset works just peachy-keen	1
In house getting dropped coverage upstairs no coverage basement	0
Voice recognition tremendous 	1
What waste	0
During several different 2 minute calls experienced 5 drops area  5 bars	0
not happy item	0
very disappointed	0
phone takes FOREVER charge like 2 5 hours literally	0
got reccomendation from relative glad did	1
What waste time 	0
Its reception poor	0
Items stated included from description NOT INCLUDED	0
After 3 months screen just went black sudden	0
Was Hoping More	0
Audio Quality poor poor	0
absolutely no problem headset linking 8530 Blackberry Curve 	1
know  sounds funny but seemed like sketchy technology  wouldn't work wellWell works great	1
I've bought $5 wired headphones  sound better these	0
phone fast sending any kind messages web browsing significantly faster previous phones used	1
Nice quality build unlike some cheap s*** there	1
item fantastic works perfectly 	1
And just love colors 	1
W810i just SUPERB	1
All can do whine Internet so here goesmore use thing less like it	0
Great charger	1
essentially communications tool  does not communicate	0
Works like charm; work same got phone	1
still maintain  monkeys shouldn't make headphones just obviously don't share enough DNA copy design over humans	0
Great Value	1
Doesn't work bougth L7c its not working	0
look sharp screen nice clear great graphics	1
doesn't last long	0
One thing hate mode set button side	0
EXCELLENT SERVICE        	1
Thank wasting money	0
How can  be?audio quality poor	0
iGo chargers tips really great	1
file browser offers options  needsHandsfree great	1
Superb Phone Great Network	1
connected wife's bluetooth(Motorola HS850) worked like charm whether pocket or case	1
put latest OS (v115g) now likes slow crawl lock every once while	0
only recognizes Phone its storage device	0
If like loud buzzing override your conversations 	0
Don't buy product	0
I've bluetoooth headset some time now still not comfortable way fits ear	0
sound quality good functionality awesome	1
thorn side really abhor it	0
recently problems where could not stay connected more 10 minutes before being disconnected	0
Incredible 	1
Design Flaw?	0
Great 	1
Waste 13 bucks	0
But check voice mail night keypad backlight turns few seconds first message lost	0
replacement died few weeks	0
Any ring toneOverall good buy	1
Lately they been extremely nice helpful phone	1
problems wit hit dropping signal more	0
Not impressed	0
Light weight hardly notice there	1
You'll love thin is	1
Bad Choice	0
pleather case doesn't fit	0
useless simply deaf	0
color even prettier thought would be graphics incredibly sharp	1
All think good investment	1
makes strange ticking noises before ends call	0
best electronics available FM Transmitters	1
Battery lasts only few hours	0
great headset impressed H500	1
12mega pixel camera being part reasonably good7	1
I've nearly 2 years worked great me	1
Good transmit audio	1
We sending back	0
not bother contacting company few dollar product but learned lesson  should not bought form online anyway	0
If hate earbugs avoid by means	0
Great price also 	1
range decent I've been able roam around house living room no reception sound quality issues	1
fast service	1
would highly recommend this	1
would recommend this	1
also didn't like onbutton felt like would crack use	0
WORST PHONE EVER	0
I'm still infatuated phone	1
Freezes frequently4	0
kind embarrassing use because looks mostly embarrassing child-like company is	0
Simple lightweight great fit	1
All I'd expected better consumer experience from Motorola	0
There's horrible tick sound background calls  never experienced before	0
These certainly comfortable functionality decent	1
usually don't like headbands but lightweight & doesn't mess hair	1
I'm bit disappointed	0
over year now will tell its not  great	0
ordered sony Ericsson W810i but think only worked once (thats first used it)	0
battery completely useless me	0
What big waste time	0
Don't waste your $$$ one	0
Great sound service	1
Really pleased product so far	1
One favorite purchases ever	1
best bluetooth market	1
Authentic leather nice shine comfort recommend case   	1
excited get headset because thought really cute	1
Do not make same mistake me	0
Big Disappointment calendar sync	0
the unusable not new	0
Worst Customer Service Ever	0
No additional ear gels provided no instructions whatsoever	0
defeats purpose bluetooth headset	0
Worth every penny	1
Excellent wallet type case	1
Nice headphones price they work great 	1
Internet excrutiatingly slow	0
comfortable wear well which probably important aspect using case	1
fits like glove strong secure durable	1
O gosh best ever had	1
attractive appears good quality	1
love features form factor	1
product strong rubber petroleum smell  unbearable after while caused return it	0
poor quality service	0
cable looks so thin flimsy scary	0
Great Earpiece	1
Excellent hands free tool	1
Great using your home stereo	1
Good product incredible value	1
Only month but worked flawlessly so far	1
Works great	1
Absolutel junk	0
didn't work either	0
Battery life real good	1
Returned 8 hours later	0
great item	1
Don't waste your money 	0
Love headset 	1
Not only will drain your player but may also potentially fry it	0
Worked perfectly 	1
Unreliable giving up	0
gave 5 stars because sound quality	1
Avoid if can	0
Reversible plug works great	1
wasted little money earpiece	0
Very good phone	1
Best rotating feature helpful	1
Comfort our whole family	1
Good product good seller	1
love bluetooth 	1
First doesn't wear well	0
am impressed headset from Plantronics	1
got because so small adorable	1
Great 	1
wouldn't recommend buying product	0
Piece Junk	0
Poorly contstruct hinge	0
item great installed it let charged overnite been working good every since no problems	1
Great Phone	1
Don't buy it	0
Excellent Phone	1
DO NOT PURCHASE PHONE	0
voice recognition thru handset excellent	1
hands down best I've ever had	1
Works great cat attacked scratched protective strip instead destroying screen	1
works priced right	1
Customer service terrible	0
Battery life still not long enough Motorola Razor V3i	0
Sending back	0
Now know  made wise decision	1
Someone shouldve invented sooner	1
Good price	1
Everything worked first trydevice certainly engineered clever way construction feels good	1
received quickly works great  	1
Has been working great	1
As many people complained found headset's microphone weak	0
My 5-year old Nokia 2160 from Tracfone holds charge lot better this	0
They do not care consumer bit	0
good battery got here really fast	1
instruction manual lacking	0
Also its slim enough fit alarm clock docking station without removing case	1
Phone now holds charge like new	1
battery unreliable well service use antena	0
uncomfortable sound quality quite poor compared (Razr) or previous wired headset (that plugged LG)	0
We gotten lot compliments it	1
definitely must if your state does not allow cell usage while driving	1
want money back	0
love device	1
am also happy price	1
ordered product first unhappy immediately	0
Ngage still lacking earbuds	0
able do voice dialing car no problem	1
2-3 bars cell am home but cant not hear anything	0
good item low price	1
However-the riingtones not best neither games	0
plug not work well	0
AMAZON SUCKS	0
Rip off Over charge shipping	0
VERY comfortable	1
battery working well replacement original  came over 2 years ago	1
reception excellent 	1
fits comfortably either ear sound clear loud charge lasts couple days	1
very clear quality sound don't mess sound your iPod since sound buttons headset	1
1 long lasting battery (you don't recharge frequentyly some flip phones)2	0
Obviously problem adhesive	0
Very disappointing	0
was inexpensive piece but would still expected better quality	0
practically useless not add any kind boost reception after bought it	0
Excellent sound quality	1
Was not happy	0
A PIECE JUNK THAT BROKE AFTER BEING ON PHONE 2 DAYS   	0
New Battery works great phone	1
Worst customer service	0
I've dropped more times can say even concrete still great (knock wood )	1
Reception terrible full static	0
Good audio quality	1
little device transformed organizational capability made life whole lot easier	1
sitting vehicle cradle belt headset lost signal	0
Were JERKS phone	0
Works like charm Works advertised	1
Comfortable Nice Range Good Battery Life	1
Their network coverage Los Angeles horrible	0
Excellent starter wireless headset	0
loudspeaker option great bumpers lights  appealing	0
only thing  think could improve sound leaks from headset	0
First reception sucks never more 2 bars ever	0
phone gets EXTREMELY HOT 	0
microphone also works well but (according people called) applifies everything	1
Nice design quality	1
Also if your dropped case not going save it specially dropped face down	0
light easy use clear reception transmission	1
bad fit way big	0
definitely not good S11	1
awesome device	1
Waste money	0
ordered motorola data cable got well finished working product	1
Love Phone	1
looking headset long time now  I've got couldn't happier	1
I'll drivng along headset starts ringing no reason	0
Display excellent camera good any from  year	1
Battery life also great 	1
worst I've ever Only few months	0
Not good item worked while started having problems auto reverse tape player	0
so embarassing also ears hurt if try push ear plug ear	0
Protects sides	1
average bad battery life  operates weak network	0
Clear Skype Calls Long Battery Life Long Range	1
Soyo technology sucks	0
Great Hands Free Device	1
you can even take self portraits outside (exterior) display cool	1
Same problem others mentioned	0
After trying many many handsfree gadgets  finally works well	1
Magical Help	1
worst piece crap ever along Verizon customer service	0
Poor sound quality	0
best market :)	1
worked well	1
company shipped product promptly works well	1
Exactly what wanted	1
picture resolution far below what other comparably-priced phones offering today	0
great deal	1
Excellent product am satisfied purchase	1
highly recommend encourage people give them try	1
Better you'd expect	1
Using earpieces left or right thing will not stay ear	0
Great product price	1
Sounds good reasonably priced effective Its  simple  	1
Still Waiting sure item would work well if ever recieve it 	0
what disappointment	0
Very prompt service	1
Excellent product price	1
Very pleased headset	1
don't waste your money time	0
especially love long battery life	1
so stupid keep buying new chargers car chargers cradles headphones car kits every time new comes out	0
Works great	1
Plantronics Bluetooth Excelent Buy	1
came over from Verizon because cingulair nicer cell phones first thing noticed really bad service	0
I'll looking new earpiece	0
highly recommend device everyone 	1
Jawbone Era awesome 	1
We received WHITE colored battery  goes DEAD after couple hoursTHe original used last week but still lasts longer thereplacement	0
After year battery went completely dead headset	0
used several two years but best	1
An Awesome New Look Fall 2000 	1
first I've  been so cheaply made	0
Att not clear sound distorted yell talk	0
plastic breaks really easy clip	0
Price good too	1
Don't make same mistake did	0
Oh forgot also mention weird color effect your phone	0
I'm using iriver SPINN (with case) fits fine	1
Also area where unit broke)not fond magnetic strap	0
Overall am psyched which appointments contacts gets great reception	1
every thing work perfectly like it	1
Another note phone's appearance  really looks rather bland especially black model	0
IT'S REALLY EASY	1
My Sanyo survived dozens drops blacktop without ill effect	1
Fantastic earphones	1
finds cell right away enter car	1
Low Quality	0
highly recommend modest priced cellular phone	1
But does get better reception clarity any I've before	1
Warning Stay away	0
wish could return unit get back money	0
Awsome Device Works Great  	1
used talk 1 1 1 2 hours battery would literally drained dying	0
If don't find it bad again unit comes earpad onlyI would not recommend anyone	0
Very Displeased	0
might gotten defect but would not risk buying again because built quality alone	0
They made case small difficult install	0
Restored like new performance	1
would recommend purchasing Jabra JX-10 series 2 which works flawlessly Moto Q figure	1
searched Internet found best value	1
Does not fit	0
Very happy product	1
screen size big key pad lit well enough camera quality excellent camera phone	1
There's really nothing bad can say headset	0
i'm glad found product amazon hard find wasn't high priced	1
Portable works	1
My colleague & now get great receptionA little expensive but performance great	1
even fully charged before went bed turned blue tooth wi-fi noticed  only 20 % left morning	0
I've also problems reading memory card which always turn again	0
Not good wearing hat or sunglasses	0
Timely shipment quality product	1
Nice solid keyboard	1
Very well made fits Surefire GX2 perfectly	1
Horrible phone	0
BT50 battery junk 	0
We would recommend others	1
Cant get software work computer	0
Disappointed 	0
poor voice clarity	0
battery works great 	1
No buyers remorse 	0
Very disappointed AccessoryOne	0
find inexcusable so will probably returning perhaps changing carriers	0
Looks great strong	1
TMobile service 2 or 3 years now am pretty happy it	1
update procedure difficult cumbersome	0
Disappointment hate anything  goes ear	0
Great software Motorolas	1
delivery time	1
Very easy use	1
Uncomfortable Ear Don't use LG VX9900 (EnV)	0
volume switch rocketed unit destination unknown	0
holds charge long time reasonably comfortable under long-wearing conditions quality sound tremendous	1
I'd like return it	0
keyboard really worthwhile usefulness sturdy enough don't expect any problems	1
Verizon's bills however difficult understand even though their pricing plans simple	0
After charging overnight batteries work great	1
won't regret it 	1
love 	1
A Disappointment	0
Its not user friendly	0
Unfortunately ability actually know receiving call rather important feature pitiful  respect	0
Then exchanged same even  same problem	0
results being either stuck max volume or mute	0
PDA rocks	1
super charged use small hybrid palmtop camera cellphone excels those roles	1
would definitely recommend Jabra BT250v those looking comfort clarity great price 	1
Verizon 2 years ago really liked their service	1
Pretty piece junk	0
Plug wrong size	0
Works described	1
Save your money I've item 11 months now	0
Bad Purchase	0
WELL IM SATISFIED	1
bose noise cancelling amazing which important NYC commuter	1
battery excellent bargain 	1
Defective crap	0
would given no star if able	0
wear glasses fits fine them	1
sound quality device unacceptableUnless really quiet area almost hear nothing	0
would not recommend item anyone	0
holster  arrived not match photo ad	0
greatno problems 	1
As earlier review noted plug charger nothing happens	0
frog charm adorable eye catching	1
never know if pushed hard enough or right number times function want or not	0
sound clear people talk amazed quality too	1
got aluminum case new Palm VX worked really well it protected handheld perfectly so far	1
very good product well made	1
Mobile Phone Tools must have	1
am impressed job  Motorola sturdiness phone	1
received orders well within shipping timeframe everything good working order overall am excited source	1
phone sturdy waterproof	1
am not impressed would not recommend item anyone	0
My only complaint standard sound volume little low even turned 5(of 5)	0
Thanks again Amazon having things need good price 	1
ended sliding edge pants or back pockets instead	1
store bought new NOKIA which working great	1
Works great 	1
REALLY UGLY	0
horrible switch 3 times	0
noise shield incrediable	1
No real improvement	0
Razr Battery Good buy	1
Keep good work Amazon  	1
They refuse refund or replace	0
Unfortunately easy accidentally activate them gentle-touch buttons if accidentally touch your face while listening	0
So basically threw money window nothing	0
Great case price 	1
All took drop from 6 inches above kitchen counter crackedI am not impressed am not laughing	0
Bluetooth range good few days ago left trunk got call carried conversation without hitch	1
Small sleek impressive looking practical setup ample storage place	1
eargels channel sound directly your ear seem increase sound volume clarity	1
none new ones ever quite worked properly	0
am glad purchased it	1
I've missed numerous calls because reason	0
Perhaps defective but people cannot hear use this	0
Don't buy product	0
sucked stuff does not work phone	0
No shifting no bubbling no peeling not even scratch NOTHING couldn't more happier new Droid	1
Worst software ever used If could give zero stars would	0
Trying make call exercise frustration	0
case flimsy piece plastic no front or side protection whatsoever	0
own Jabra Earset happy it but sound quality especially outgoing better	1
love camera really pretty good quality	1
Thank such great service	1
Its total package	1
seller understanding patient would definitely buy from them again	1
give Wirefly 1 starI will contact Cingular AT&T; inform them practice	0
AGGRAVATING 	0
Great product price 	1
purchased both family friends enjoy their clarity ease use	1
Virgin Wireless rocks so does cheap little 	1
None works just don't buy it	0
Muddy low quality sound casing around wire's insert poorly super glued slid off	0
Please dont waste your money	0
All quite satisfied purchase	1
If looking good quality Motorola Headset keep looking isn't it	0
Yet Plantronincs continues use same flawed charger design	0
Disapointing Results	0
Cumbersome design	0
Great new packaged nice works good no problems came less time expected    	1
Great Product	1
A PIECE CRAP 	0
My experience terrible fourth bluetooth headset while much more comfortable last Jabra (which HATED   	0
fixes problems	1
Worst ever	0
am happy	1
I've no trouble accessing Internet downloading ringtones or performing any functions	1
can barely ever hear am constantly saying what?	0
battery life highly unacceptable	0
company joke	0
does everything description said would	1
Due happening every call forced stop using headset	0
works great car charger especially if cannot plug two adapters same time	1
Verizon tech support walked through few procedures none which worked ended   do hard re-set wiping data	0
Voice Quality Signal Strength Dropped Calls	0
plays louder any other speaker size; price so low  would think quality lacking however not	1
Better expected	1
feels poorly constructed menus difficult navigate buttons so recessed  difficult push them	0
Battery holding well	1
Also difficult put onI'd recommend avoiding product	0
only used two days wasn't always easy hear with	0
got car charger not even after week charger brokenI went plug started smoking	0
Sprint terrible customer service	0
Linked without effort	1
THey so cool 	1
Easy use	1
Better Than New	1
What possesed get junk no idea	0
Piece trash	0
A pretty good product	1
great 	1
For price Amazon excellent product which would highly recommend	1
Their Research Development division obviously knows what they're doing	1
real killer volume course breaking	0
Those phones working just fine now	1
am more happy product	1
Poor Construction	0
infuriating	0
Overall would recommend over new Walkman	1
Sprint charges service	0
cheap feel look just cheap	0
fits ear well comfortable on	1
doesn't work Europe or Asia	0
clipping your belt will deffinitely make feel like 50 cent's up-and-coming	1
like design look Jabra behing ear headsets 5020 pretty comfortible wear 24 hours day without pain ear	1
amazed quick arrival two original lg cell batteries fraction price	1
the worst from samsungcrap crappy Samsung E715 worst ever seeen	0
the charger worked week completely stopped charging phone	0
Poor product	0
However needed some better instructions	0
need two hands operate screensoftware interface decade old cannot compete new software designs	0
Worked well paired Treo 700w Skype headset PC (using USB Bluetooth transceiver)	1
Steer clear product genuine Palm replacementr pens which come three-pack	0
DO NOT BUY DO NOT BUYIT SUCKS	0
great product sure beats using your fingers 	1
Plus seriously do not believe worth its steep price point	0
All other cases I've tried normally fall apart after few months but seems long haul	1
Very Dissapointing Performance	0
Don't make same mistake  please don't buy phone	0
phone might well worst I've ever any brand	0
Case more or less extra  originally put but later discarded because scratched ear	0
recommend iGo anyone different brand cell phones mp3 players family	1
Don't bother store	0
posted more detailed comments under grey or black but Fire Red great color 	1
not any problem item would order again if needed	1
get what pay guess	0
Not only software do great job could also make own ringtones form existing CDs without internet connection	1
im surprised good quality car charger there's not much reviews it	1
These fabulous 	1
However BT headsets currently not good real time games like first-person shooters since audio delay messes up	0
used bitpim (a free program can find internet)to transfer data phoneprice cable excellent	1
Disappointing accessory from good manufacturer	0
Performed awful muffled tinny incoming sound severe echo those other end call	0
Very wind-resistant	1
Obviously they terrible customer service so get what pay for	0
They do not last forever but not overly expensive replaceEasy operate sound much better others tried	1
contacted company they told  although unit still under warranty if couldn't produce receipt luck	0
Linksys should some way exchange bad refurb unit or something 	0
Phone sturdy nokia bar phones are	1
Great phone	1
When placed treo case not only NOT snug but A LOT extra room sides	0
I'm pleased	1
Battery terrible	0
found product easy set use	1
earpiece large or heavyit keeps falling ear	0
Utter crap Sound quality TERRIBLE	0
charger arrived within promised timeframe but not work	0
No ear loop needed tiny sound great	1
Finally after three or four times spring latch broke could not use any longer visor	0
handsfree part works fine but car tries download address book Treo rebootsOverall still rate device high	1
Talk USELESS customer service	0
felt light tinny	0
does not fit Palm Tungsten E2 broke first time tried plug in	0
I'm happy purchasegood quality low price	1
love look feel Samsung flipphones	1
Its well-designed sharp blue nice color	1
Does everything should more	1
could not recommend more	0
Nice Sound	1
Looks good picture but case huge disappointment  	0
Much less jawbone going replace with	1
Setup went smoothly	1
its extremely slow takes forever do anything it	0
A must study anyone interested worst sinsof industrial design	0
first thing  happened  tracking off	0
well made easy access handy detachable belt clip	1
Then continue pairing periodically since somehow kept dropping	0
Can't upload ringtones from third party	0
Bluetooth does not work locks screens just flash now just makes calls randomly while pocket locked	0
Truly awful	0
works fine Motorola 325 cellphone lot better worn-out battery did	1
volume ringer REAL good (you choices loud)	1
And none tones acceptable	0
camera color balance AWFUL	0
product clearly not ready prime time don't care cool looks if can't tell call coming worthless	0
love ringtones because they so upbeat 	1
Chinese Forgeries Abound 	0
Easy pair Samsung Cell	1
instructions didn't explain  microphone jack could used	0
would advise not purchase item never worked well	0
Too bad pay $$$ month service 	0
Works well	1
nokia CA-42 USB cable not work phone	0
Clear crisp sound	1
use smallest earpieces provided but stays pretty well	1
biggest complaint battery drains superfast	0
design might ergonomic theory but could not stand having ear	0
Do NOT buy if want use holster	0
phone can also take great pictures even video clips	1
doesn't make look cool	0
Because both ears occupied background not distracting all	1
Comfortable fit need your headset comfortable least hour time if not entire day	1
Also doesn't seem accept anything except CBR mp3s preferably ripped by Windows Media Player	0
can't beat price these	1
* Comes strong light  can use light your camera shots even flash SOS signals (seriously 	1
lightweight works well	1
So just beware	0
love cable allows connect any mini-USB device PC	1
So anyone near will hear part your conversation	0
cool because cases just open allowing screen get scratched up	1
bought replacement StarTac regretted since	0
Appears actually outperform original battery from China  came V325i	1
Can't store anything but numbers SIM	0
lasts less 3o minutes if actually try use phoneMy wife same same problem	0
Poor quality	0
jabra ear gels Rthe best 	1
Not worth it	0
phone crashed completely now get replaced	0
quit working after I'd used 18 months so just purchased another because best headset I've ever owned	1
Unfortunately will not recharge iPhone 4s despite connecting from multiple power sources (iMac external battery wall outlet etc)	0
was great phone	1
if simply want small flip look elsewhere extra bells & whistles mediocre	0
Good value works fine power via USB car or wall outlet	1
My doesn't slide around car now grip prevents from slipping hand	1
simply BEST bluetooth headset sound quality 	1
Think over plan own sure last MOTO phone	0
In span hour two people exclaim Whoa new TV? ?	1
always used corded headsets freedom from wireless helpful	1
case passed year mark while shows signs wear 100% functional	1
Other  leather nice soft; fit tight; cut face good shape	1
everything need couldn't ask more	1
After receiving using product just 2 days broke	0
product great makes working lot easier can copier while waiting hold something	1
None three sizes they sent headset would stay ears	0
T-Mobile best customer service anywhere	1
Arrived quickly much less expensive others being sold	1
We tried 2 units they both failed within 2 months Pros	0
Provides good protection looks classy too	1
Krussel Always good	1
tracfonewebsite user friendly makes easy toactivate etc	1
design good4	1
great reception time	1
would highly recommend product	1
Couldn't use unit sunglasses not good Texas 	0
dit not work time Nokia 5320	0
Bought mainly charger which broke soon after purchasing	0
If like loud buzzing override your conversations 	0
Fantastic buy will get again whatever next is	1
stay away from store careful	0
BlueAnt Supertooth hands-free speaker AWESOME	1
Does not fit	0
 Item arrived quickly works great Metro PCS Samsung SCH-r450 slider Sony Premium Sound ear plugs	1
light plenty battery capacity confortable wear somewhat extended periods time	1
disappointing	0
Blue Ant easy use	1
Cheap but hey works Was pleasantly suprised given low cost item	1
camera may used dustpan indoors I'd rather using disposable this	0
Then few days later puff smoke came while use	0
convenient simple usegets job done & makes car ride so much smoother	1
nano stated itMy son dissapointed	0
sound quality excellent well	1
Its best headset used	1
Would not reccommend	0
They been around years carries highest quality anti-glare screen protector  found date	1
Just what wanted	1
particular model would not work Motorola Q smartphone	0
wont work right or atleast me	0
in addition feels &amp; looks if lightweight cheap plastic	0
But now  warrantythe same problems reoccureBottom line put your money somewhere else Cingular will not support it	0
really wanted Plantronics 510 right but many issues megood	0
Great product	1
Crisp Clear	1
AFter first charge kept going dead after 12 minutes	0
VERY cheap plastic creaks like old wooden floor	0
get absolutely horrible reception apartment where other phones not problem	0
reception been generally good	1
Excellent sound battery life inconspicuous boot 	1
Great bluetooth 	1
highly recommend case	1
WORTHWHILE	1
great deal	1
After got year old been slowly breaking despite much care part	0
am sorry made purchase	0
bought hoping could make Bluetooth headset fit better but things made impossible wear	0
Treo T-Mobile refused replace again forced buy another without any kind upgrade discount	0
was horrible 	0
don't think would hold securly your belt	0
allows possibility double booking same date time after first	0
They work 2 weeks break	0
simple use like it	1
great tool entertainment communication data managementOh sure use ActiveSync 42 optimal data synchronization results 	1
can't use case because smell disgusting	0
NOT WHAT WANTED	0
own 2 cases would order another	1
Great Phone	1
bought battery coupon from Amazon happy purchase	1
internet access fine rare instance  worked	0
Perfect PS3	1
Five star Plus plus	1
A good quality bargain bought after bought cheapy from Big Lots  sounded awful people other end couldn't hear me	1
$50 Down drain	0
tried talking real loud but shouting telephone gets old still told wasn't great	0
Good  works fine	1
For price great deal	1
Great price 	1
If wind completely useless	0
Yes shiny front side love it 	1
Does Not Work	0
At first thought grtting good deal $744 until plugged (V3c Razr)	0
reception through headset excellent	1
2 thumbs seller	1
Verizon LG they work well together good reception range  exceeds 20 feet line sight	1
Improper description return it	0
Works Comfortable	1
Battery charge-life quite long	1
Jabra EarGels fit ears well	1
Battery no life	0
checked everywhere no feature which really disappointing	0
Product exactly described	1
Gets signal other Verizon phones won't	1
Doesn't do job	0
would recommend it	1
Plan ordering from them again again	1
being said camera nice; many cool effects play video decent well	1
been satisfied cell from day one	1
They keep getting better better (this third I've numerous Palms too)	1
Awkward use unreliable	0
shipping time also quick 	1
Not good hoped	0
Good case 	1
Doesn't Work	0
Really good product	1
Unfortunately not work	0
All three broke within two months use	0
dont buy it	0
My father V265 battery dying	0
However ear pads come easily after only week lost one	0
calls drop comes will screen goes black worst stops ringing intermittently	0
Horrible horrible protector	0
don't like Nokia either	0
Reaching bottom row uncomfortable send end keys not where expect them be3	0
bought Nokia cell few weeks ago nightmare	0
would take long describe bad customer service experience been Amazon	0
the only DISAPPOINTING thing was NO SPEAKERPHONE    	0
Terrible car will not accept cassette	0
Product useless since does not enough charging current charge 2 cellphones planning use with	0
not what says is	0
Stay Away From Q 	0
Used dirty	0
Very unreliable service from T-mobile  	0
Not good enough price	0
bought two them neither will charge	0
looks nice	1
an excellent tool especially paired your phone's auto-answer	1
read other's reviews here but haven't any problem it	1
These products cover important light sensor above ear outlet	0
Comfortable hand	1
Just does not work	0
Poor Reliability	0
(works )	1
If take picture battery drops bar starts beeping letting know its dieing	0
Terrible product waste money 	0
Last time buying from you	0
was waste money	0
So far worked like charm	1
only few weeks but so far so good	1
But any case best part can download pictures your laptop using IR or even send pictures from your laptop phone	1
Would recommend item	1
been choice headset yearsGreat sound; good volume; good noise cancellation	1
Nice case feels good your hands	1
item received Counterfeit	0
Just really good So far probably best BT headset ever had	1
Works fine	1
received headset good time happy it	1
pleased see  could replace well travled swivel holster Blackberry flip	1
My sister also loves it	1
Good Quality	1
by far worst purchase I've made Amazon	0
Excellent dual-purpose headset	1
Excellent 	1
Does not work listening music cingular 8125	0
seems completely secure both holding belt keeping iPhone inside	1
bottowm lineanother worthless cheap gimmick from Sprint	0
Having trouble volume	0
only good thing  fits comfortably small ears	1
WARNING DO NOT BUY  	0
am pairing iphone could not happier so far	1
When opens battery connection broken device turned off	0
didn't want clip going over top ear causing discomfort	0
Best headset ever   	1
Don't trust their website don't expect any helpful support	0
was  loudGlad say  Plantronics 510 maintains flawless connection cell no static during normal use	1
speaker low quality so making ring tones sound cheap	0
Fits comfortably came three sizes earbud tips	1
Excellent product price	1
Bad Reception	0
product High quality Chinese CRAP      	0
was quite comfortable ear	1
Great phone	1
Don't buy product fails 	0
Everything product wrongFirst	0
pairing two devices so easy barely took couple minutes before started making calls voice dialing feature	1
was utterly confusing first which caused lose couple important contacts	0
Terrible holder	0
cutouts buttons placed perfectly	1
love being able use headset both by land-line cell	1
Problem  ear loops made weak material break easily	0
Not nearly good looking AMAZON picture makes look	0
But despite few flaws case exceptional quality well worth additional costs owning official OEM product	1
How stupid ?	0
can hear while driving car usually don't even put loudest setting	1
Seller shipped quickly much cheaper competitors	1
Good show Samsung	1
So bought 10 saved alot money	1
always cuts makes beep beep beep sound says signal failed	0
Couldn't figure out	0
My sounded OK ( not great OK) but wife's almost totally unintelligible couldn't understand word being said it	0
So take battery put back together restart it	0
While managed bend leaf spring back place metal now enough stress  will break next drop	0
Leopard Print wonderfully wild 	1
Works me	1
Saggy floppy piece junk	0
much better hard plastic cases	1
also new problem	0
Happy so far 	1
cool phone	1
Works good	1
Motorola finally got voice quality bluetooth headset right	1
looses connection even within couple feet between two	0
but great would really recommend it	1
Makes easier keep bluetooth not wearing it	0
As said abovePRETTY USELESS 	0
Never got it     	0
pair headphones worst  ever sound-wise	0
[] down drain because weak snap 	0
Does not charge Cingular (ATT) 8525 phone	0
get extra minutes so  can carry call not get cut off	1
However after year fliptop started get loose wobbly eventually screen went black couldn't receive place calls	0
kept catching cable seat pull turn off	0
headset fulfills requirements so am happy purchase	1
Logitech Bluetooth Headset 10 	1
like fact  rests lightly against your ear rather inside	1
A lot websites been rating good so do I	1
tried cables computer iPod works just fine	1
mic joke volume quite low	0
I'm returning them	0
does not maintain connection computer while lap	0
easy turn car volume controls quite accessable	1
mine year Christmas bought some rest family	1
Otherwise easy install use clear sound	1
nice leather	1
purchase different case	0
a joy use	1
Very much disappointed company	0
Very satisifed 	1
didn't charge me	0
