comentarios	status
could not get strong enough signal	0
iam very pleased with my purchase	1
bad quality	0
gets the job done	1
great audio	1
basically the service was very bad	0
it did not work in my cell phone plug i am very up set with the charger	0
ive only had my bluetooth for a few weeks but i really like it	1
the bt headset was such a disapoinment	0
it is so small and you dont even realize that it is there after a while of getting used to it	1
the accompanied software is almost brilliant	1
headset works great & was packaged nicely to avoid any damage	1
i definitly recommend	1
buyerbe very careful	0
the majority of the logitech earbud headsets failed	0
very good stuff for the price	1
my headset works just peachykeen	1
in my house i was getting dropped coverage upstairs and no coverage in my basement	0
voice recognition is tremendous	1
what a waste	0
during several different 2 minute calls i experienced 5 drops and it was in an area that had 5 bars	0
i was not happy with this item	0
very disappointed	0
the phone takes forever to charge like 2 to 5 hours literally	0
i got this phone on reccomendation from a relative and im glad i did	1
what a waste of time	0
its reception is very very poor	0
items stated as included from the description are not included	0
after 3 months screen just went black all of a sudden	0
i was hoping for more	0
audio quality is poor very poor	0
i had absolutely no problem with this headset linking to my 8530 blackberry curve	1
i know that sounds funny but to me it seemed like sketchy technology that wouldnt work wellwell this one works great	1
ive bought $5 wired headphones that sound better than these	0
this phone is very fast with sending any kind of messages and web browsing is significantly faster than previous phones i have used	1
nice quality build unlike some cheap s*** out there	1
this item is fantastic and works perfectly	1
and i just love the colors	1
w810i is just superb	1
all i can do is whine on the internet so here it goesthe more i use the thing the less i like it	0
great charger	1
this is essentially a communications tool that does not communicate	0
works like a charm; it work the same as the one i got with the phone	1
i still maintain that monkeys shouldnt make headphones we just obviously dont share enough dna to copy the design over to humans	0
great value	1
doesnt work at all i bougth it for my l7c and its not working	0
the look of it is very sharp and the screen is nice and clear with great graphics	1
doesnt last long	0
one thing i hate is the mode set button at the side	0
excellent service	1
thank you for wasting my money	0
how can that bethe audio quality is poor	0
the igo chargers and tips are really great	1
the file browser offers all the options that one needshandsfree is great	1
superb phone on a great network	1
i connected my wifes bluetoothmotorola hs850 to my phone and it worked like a charm whether the phone was in my pocket or the case	1
i put the latest os on it v115g and it now likes to slow to a crawl and lock up every once in a while	0
it only recognizes the phone as its storage device	0
if you like a loud buzzing to override all your conversations then this phone is for you	0
dont buy this product	0
ive had this bluetoooth headset for some time now and still not comfortable with the way it fits on the ear	0
the sound quality is good and functionality is awesome	1
i have this phone and it is a thorn in my side i really abhor it	0
i recently had problems where i could not stay connected for more than 10 minutes before being disconnected	0
incredible	1
design flaw	0
great phone	1
waste of 13 bucks	0
but when i check voice mail at night the keypad backlight turns off a few seconds into the first message and then im lost	0
the replacement died in a few weeks	0
any ring toneoverall good phone to buy	1
lately they have been extremely nice and helpful on the phone	1
i have had problems wit hit dropping signal and more	0
not impressed	0
light weight i hardly notice it is there	1
youll love how thin it is	1
bad choice	0
the pleather case doesnt fit	0
useless phone simply deaf	0
the color is even prettier than i thought it would be and the graphics are incredibly sharp	1
all in all i think it was a good investment	1
it makes very strange ticking noises before it ends the call	0
the best electronics of the available fm transmitters	1
battery lasts only a few hours	0
great headset very impressed  h500	1
the "12mega pixel camera being a part of a phone is reasonably good7	1
ive had this for nearly 2 years and it has worked great for me	1
good transmit audio	1
we are sending it back	0
i did not bother contacting the company for few dollar product but i learned the lesson that i should not have bought this form online anyway	0
if you hate earbugs avoid this phone by all means	0
great price also	1
the range is very decent ive been able to roam around my house with the phone in the living room with no reception/sound quality issues	1
fast service	1
i would highly recommend this	1
i would recommend this	1
i also didnt like the "onbutton it felt like it would crack with use	0
worst phone ever	0
im still infatuated with this phone	1
freezes frequently4	0
its kind of embarrassing to use because of how it looks and mostly its embarrassing how childlike the company is	0
simple lightweight and great fit	1
all in all id expected a better consumer experience from motorola	0
theres a horrible tick sound in the background on all my calls that i have never experienced before	0
these are certainly very comfortable and functionality is decent	1
i usually dont like headbands but this one is very lightweight & doesnt mess up my hair	1
im a bit disappointed	0
i have had this phone for over a year now and i will tell you its not that great	0
i ordered this for sony ericsson w810i but i think it only worked once thats when i first used it	0
the battery is completely useless to me	0
what a big waste of time	0
dont waste your $$$ on this one	0
great sound and service	1
really pleased with this product so far	1
one of my favorite purchases ever	1
best bluetooth on the market	1
authentic leather with nice shine and comfort i recommend you this case 	1
i was very excited to get this headset because i thought it was really cute	1
do not make the same mistake as me	0
big disappointment with calendar sync	0
the phone was unusable and was not new	0
worst customer service ever	0
no additional ear gels provided and no instructions whatsoever	0
it defeats the purpose of a bluetooth headset	0
worth every penny	1
excellent wallet type phone case	1
nice headphones for the price and they work great	1
internet is excrutiatingly slow	0
it is very comfortable to wear as well which is probably the most important aspect about using a case	1
its fits like a glove and is strong secure and durable	1
o my gosh the best phone i have ever had	1
its very attractive and appears to be of good quality	1
i love all the features and form factor	1
this product had a strong rubber/petroleum smell that was unbearable after a while and caused me to return it	0
poor quality and service	0
the cable looks so thin and flimsy it is scary	0
great earpiece	1
excellent hands free tool	1
great for using with your home stereo	1
good product  incredible value	1
only had this a month but its worked flawlessly so far	1
works great	1
absolutel junk	0
that one didnt work either	0
battery life is real good	1
returned 8 hours later	0
its a great item	1
dont waste your money	0
love this headset	1
not only will it drain your player but may also potentially fry it	0
worked perfectly	1
unreliable  im giving up	0
i gave it 5 stars because of the sound quality	1
avoid this one if you can	0
reversible plug works great	1
i wasted my little money with this earpiece	0
very good phone	1
best of all is the rotating feature very helpful	1
comfort for our whole family	1
good product good seller	1
i love this bluetooth	1
first of all it doesnt wear well	0
i am very impressed with this headset from plantronics	1
i got it because it was so small and adorable	1
great phone	1
i wouldnt recommend buying this product	0
piece of junk	0
poorly contstruct hinge	0
this item is great installed it let it charged up overnite and it has been working good every since with no problems	1
great phone	1
dont buy it	0
excellent phone	1
do not purchase this phone	0
the voice recognition thru the handset is excellent	1
this is hands down the best phone ive ever had	1
works great when my cat attacked the phone he scratched the protective strip instead of destroying the screen	1
this one works and was priced right	1
customer service was terrible	0
battery life still not long enough in motorola razor v3i	0
sending it back	0
now i know that i made a wise decision	1
someone shouldve invented this sooner	1
good price	1
everything worked on the first trythe device was certainly engineered in a clever way and the construction feels good	1
i received it quickly and it works great	1
has been working great	1
as many people complained i found this headsets microphone was very weak	0
my 5year old nokia 2160 from tracfone holds the charge a lot better than this	0
they do not care about the consumer one bit	0
this is a good battery and it got here really fast	1
the instruction manual is lacking	0
also its slim enough to fit into my alarm clock docking station without removing the case	1
phone now holds charge like it did when it was new	1
the battery is unreliable as well as the service use antena	0
its uncomfortable and the sound quality is quite poor compared with the phone razr or with my previous wired headset that plugged into an lg	0
we have gotten a lot of compliments on it	1
this is definitely a must have if your state does not allow cell phone usage while driving	1
i want my money back	0
i love this device	1
i am also very happy with the price	1
i ordered this product first and was unhappy with it immediately	0
the ngage is still lacking in earbuds	0
i was able to do voice dialing in the car with no problem	1
i have 23 bars on my cell phone when i am home but you cant not hear anything	0
good item low price	1
howeverthe riingtones are not the best and neither are the games	0
the plug did not work very well	0
amazon sucks	0
rip off over charge shipping	0
very comfortable	1
the battery is working well as a replacement for the original that came with the phone over 2 years ago	1
the reception is excellent	1
it fits comfortably in either ear the sound is clear and loud and the charge lasts a couple of days	1
very clear quality sound and you dont have to mess with the sound on your ipod since you have the sound buttons on the headset	1
1 long lasting battery you dont have to recharge it as frequentyly as some of the flip phones2	0
obviously there is a problem with the adhesive	0
very disappointing	0
it was an inexpensive piece but i would still have expected better quality	0
it is practically useless and did not add any kind of boost to my reception after i bought it	0
excellent sound quality	1
was not happy	0
a piece of junk that broke after being on my phone for 2 days	0
new battery works great in phone	1
worst customer service	0
ive dropped my phone more times than i can say even on concrete and my phone is still great knock on wood	1
reception is terrible and full of static	0
good audio quality	1
this little device has transformed my organizational capability and made my life a whole lot easier	1
i was sitting in my vehicle with the cradle on my belt and the headset lost signal	0
were jerks on the phone	0
works like a charm works as advertised	1
comfortable nice range good battery life	1
their network coverage in los angeles is horrible	0
excellent starter wireless headset	0
the loudspeaker option is great the bumpers with the lights is very  appealing	0
the only thing that i think could improve is the sound leaks out from the headset	0
first off the reception sucks i have never had more than 2 bars ever	0
the phone gets extremely hot	0
the microphone also works well but according to people i have called it applifies everything	1
nice design and quality	1
also if your phone is dropped this case is not going to save it specially when dropped face down	0
it is light easy to use and has very clear reception and transmission	1
bad fit way too big	0
it definitely was not as good as my s11	1
awesome device	1
waste of money	0
i had ordered a motorola data cable got a very well finished and working product	1
love this phone	1
i was looking for this headset for a long time and now that ive got it i couldnt be happier	1
ill be drivng along and my headset starts ringing for no reason	0
display is excellent and camera is as good as any from that year	1
battery life is also great	1
the worst phone ive ever had only had it for a few months	0
not a good item it worked for a while then started having problems in my auto reverse tape player	0
this is so embarassing and also my ears hurt if i try to push the ear plug into my ear	0
protects the phone on all sides	1
this is a very average phone with bad battery life that operates on a weak network	0
clear skype calls long battery life long range	1
soyo technology sucks	0
great hands free device	1
you can even take self portraits with the outside exterior display very cool	1
same problem as others have mentioned	0
after trying many many handsfree gadgets this is the one that finally works well	1
magical help	1
the worst piece of crap ever along with the verizon customer service	0
poor sound quality	0
the best phone in market 	1
it worked very well	1
the company shipped my product very promptly and it works well	1
exactly what i wanted	1
the picture resolution is far below what other comparablypriced phones are offering today	0
this is a great deal	1
excellent product i am very satisfied with the purchase	1
i highly recommend these and encourage people to give them a try	1
better than youd expect	1
using all earpieces left or right this thing will not stay on my ear	0
great product and price	1
sounds good reasonably priced and effective its that simple 	1
still waiting im sure this item would work well if i ever recieve it	0
what a disappointment	0
very prompt service	1
excellent product for the price	1
very pleased with this headset	1
dont waste your money and time	0
i especially love the long battery life	1
its so stupid to have to keep buying new chargers car chargers cradles headphones and car kits every time a new phone comes out	0
works great	1
plantronics bluetooth excelent buy	1
i came over from verizon because cingulair has nicer cell phones the first thing i noticed was the really bad service	0
ill be looking for a new earpiece	0
i highly recommend this device to everyone	1
jawbone era is awesome too	1
we received a white colored battery that goes dead after a couple hoursthe original used to last a week  but still lasts longer than thereplacement	0
after a year the battery went completely dead on my headset	0
i have used several phone in two years but this one is the best	1
an awesome new look for fall 2000	1
this is the first phone ive had that has been so cheaply made	0
att is not clear sound is very distorted and you have to yell when you talk	0
the plastic breaks really easy on this clip	0
price is good too	1
dont make the same mistake i did	0
oh and i forgot to also mention the weird color effect it has on your phone	0
im using it with an iriver spinn with case and it fits fine	1
also the area where my unit broke im not too fond of the magnetic strap	0
overall i am psyched to have a phone which has all my appointments and contacts in and gets great reception	1
every thing on phone work perfectly she like it	1
another note about this phones appearance is that it really looks rather bland especially in the all black model	0
its really easy	1
my sanyo has survived dozens of drops on blacktop without ill effect	1
fantastic earphones	1
it finds my cell phone right away when i enter the car	1
low quality	0
i highly recommend this modest priced cellular phone	1
but it does get better reception and clarity than any phone ive had before	1
warning  stay away	0
i wish i could return the unit and get back my money	0
awsome device works great	1
i used to talk on it for 1  1 1/2 hours and the battery would be literally drained and dying	0
if you dont find it too bad as again the unit comes with one earpad onlyi would not recommend this to anyone	0
very displeased	0
i might have gotten a defect but i would not risk buying it again because of the built quality alone	0
they made this case too small and is very difficult to install	0
restored my phone to like new performance	1
i would recommend purchasing the jabra jx10 series 2 which works flawlessly with my moto q go figure	1
i searched the internet and found this one to be the best value	1
does not fit	0
very happy with this product	1
the screen size is big key pad lit well enough and the camera quality is excellent for a camera phone	1
theres really nothing bad i can say about this headset	0
im glad i found this product on amazon it is hard to find it wasnt high priced	1
portable and it works	1
my colleague & i now get great receptiona little expensive but performance is great	1
i even fully charged it before i went to bed and turned off blue tooth and wifi and noticed that it only had 20 % left in the morning	0
ive also had problems with the phone reading the memory card in which i always turn it on and then off again	0
not good when wearing a hat or sunglasses	0
timely shipment and quality product	1
nice solid keyboard	1
very well made and fits my surefire gx2 perfectly	1
horrible phone	0
bt50 battery junk	0
we would recommend these to others	1
cant get the software to work with my computer	0
disappointed	0
poor voice clarity	0
the battery works great	1
no buyers remorse on this one	0
very disappointed in accessoryone	0
i find this inexcusable and so will probably be returning this phone and perhaps changing carriers	0
looks great and is strong"	1
i have had tmobile service for 2 or 3 years now and i am pretty happy with it	1
the update procedure is difficult and cumbersome	0
disappointment i hate anything that goes in my ear	0
great software for motorolas	1
the delivery was on time	1
very easy to use	1
uncomfortable in the ear dont use with lg vx9900 env	0
the volume switch rocketed out of the unit to a destination unknown	0
it holds a charge for a long time is reasonably comfortable under longwearing conditions and the quality of sound is tremendous	1
id like to return it	0
the keyboard is really worthwhile in usefulness and is sturdy enough i dont expect any problems	1
verizons bills however are difficult to understand even though their pricing plans are simple	0
after charging overnight these batteries work great	1
you wont regret it	1
i love this phone	1
a disappointment	0
its not user friendly	0
unfortunately the ability to actually know you are receiving a call is a rather important feature and this phone is pitiful in that respect	0
then i exchanged for the same phone even that had the same problem	0
this results in the phone being either stuck at max volume or mute	0
this pda rocks	1
it is super charged up for use as a small hybrid palmtop/camera/cellphone and excels in those roles	1
i would definitely recommend the jabra bt250v for those who are looking for comfort clarity and a great price	1
i had verizon 2 years ago and really liked their service	1
pretty piece of junk	0
plug was the wrong size	0
works as described	1
save your money ive had this item for 11 months now	0
bad purchase	0
well im satisfied	1
the bose noise cancelling is amazing which is very important for a nyc commuter	1
this battery is an excellent bargain	1
defective crap	0
i would have given no star if i was able	0
i wear glasses and it fits fine with them	1
the sound quality for the device is unacceptableunless you are in a really quiet area you almost hear nothing	0
i would not recommend this item to anyone	0
the holster that arrived did not match the photo in the ad	0
greatno problems at all	1
as an earlier review noted plug in this charger and nothing happens	0
this frog phone charm is adorable and very eye catching	1
you never know if you pushed it hard enough or the right number of times for the function you want or not	0
the sound is clear and the people i talk to on it are amazed at the quality too	1
i got the aluminum case for my new palm vx and it worked really wellit has protected my handheld perfectly so far	1
very good product well made	1
mobile phone tools are a must have	1
i am very impressed with the job that motorola did on the sturdiness of this phone	1
i received my orders well within the shipping timeframe everything was in good working order and overall i am very excited to have this source	1
the phone is sturdy and waterproof	1
i am not impressed with this and i would not recommend this item to anyone	0
my only complaint is the standard sound volume is a little low even when turned up to 5of 5	0
thanks again to amazon for having the things i need for a good price	1
i ended up sliding it on the edge of my pants or back pockets instead	1
i had to go to a store and bought a new nokia phone which is working great	1
works great	1
really ugly	0
horrible had to switch 3 times	0
the noise shield is incrediable	1
no real improvement	0
razr battery  good buy	1
keep up the good work amazon	1
they refuse to refund or replace	0
unfortunately its easy to accidentally activate them with the gentletouch buttons if you accidentally touch the phone to your face while listening	0
so i basically threw my money out the window for nothing	0
great case and price	1
all it took was one drop from about 6 inches above the kitchen counter and it was crackedi am not impressed and i am not laughing	0
bluetooth range is good  a few days ago i left my phone in the trunk got a call and carried the conversation without a hitch	1
small sleek impressive looking practical setup with ample storage in place	1
the eargels channel the sound directly into your ear and seem to increase the sound volume and clarity	1
none of the new ones have ever quite worked properly	0
i am glad i purchased it	1
ive missed numerous calls because of this reason	0
perhaps my phone is defective but people cannot hear me when i use this	0
dont buy this product	0
sucked most of the stuff does not work with my phone	0
no shifting no bubbling no peeling not even a scratch nothingi couldnt be more happier with my new one for the droid	1
worst software ever used if i could give this zero stars i would	0
trying to make a call on these is an exercise in frustration	0
the case is a flimsy piece of plastic and has no front or side protection whatsoever	0
i own a jabra earset and was very happy with it but the sound quality especially outgoing on this is better	1
i love the camera its really pretty good quality	1
thank you for such great service	1
its a total package	1
the seller is very understanding and patient i would definitely buy from them again	1
i give wirefly 1 stari will contact cingular/at&t; and inform them of this practice	0
its aggravating	0
great product for the price	1
i have purchased these for both family and friends and all enjoy their clarity and ease of use	1
virgin wireless rocks and so does this cheap little phone	1
none of it works just dont buy it	0
muddy low quality sound and the casing around the wires insert was poorly super glued and slid off	0
please dont waste your money	0
all in all im quite satisfied with this purchase	1
if you are looking for a good quality motorola headset keep looking this isnt it	0
yet plantronincs continues to use the same flawed charger design	0
disapointing results	0
cumbersome design	0
great it was new packaged nice works good no problems and it came in less time then i expected	1
great product	1
its a piece of crap	0
my experience was terrible this was my fourth bluetooth headset and while it was much more comfortable than my last jabra which i hated	0
this fixes all the problems	1
worst ever	0
i am very happy	1
ive had no trouble accessing the internet downloading ringtones or performing any of the functions	1
i can barely ever hear on it and am constantly saying "what"	0
the battery life is highly unacceptable	0
that company is a joke	0
it does everything the description said it would	1
due to this happening on every call i was forced to stop using this headset	0
it works great with a car charger especially if you cannot plug in two adapters at the same time	1
verizon tech support walked my through a few procedures none of which worked and i ended up having to do a hard reset wiping out all my data	0
voice quality signal strength dropped calls	0
it plays louder than any other speaker of this size; the price is so low that most would think the quality is lacking however its not	1
better than expected	1
it feels poorly constructed the menus are difficult to navigate and the buttons are so recessed that it is difficult to push them	0
battery is holding up well	1
also difficult to put onid recommend avoiding this product	0
i only used it two days and it wasnt always easy to hear with	0
i got the car charger and not even after a week the charger was brokeni went to plug it in and it started smoking	0
sprint  terrible customer service	0
linked to my phone without effort	1
they are so cool	1
easy to use	1
better than new	1
what possesed me to get this junk i have no idea	0
piece of trash	0
a pretty good product	1
this is a great phone	1
for the price on amazon it is an excellent product which i would highly recommend	1
their research and development division obviously knows what theyre doing	1
the real killer is the volume and of course it breaking	0
those phones are working just fine now	1
i am more than happy with this product	1
poor construction	0
this is infuriating	0
overall i would recommend this phone over the new walkman	1
sprint charges for this service	0
it is cheap and it feel and look just as cheap	0
it fits my ear well and is comfortable on	1
it doesnt work in europe or asia	0
clipping this to your belt will deffinitely make you feel like 50 cents upandcoming	1
i like design and look of jabra behing the ear headsets and 5020 is pretty comfortible to wear 24 hours a day without pain in the ear	1
i was amazed at the quick arrival of the two original lg cell phone batteries and and at a fraction of the price	1
the worst phone from samsungcrap this crappy samsung e715 is the worst i have ever seeen	0
the charger worked for about a week and then completely stopped charging my phone	0
poor product	0
however i needed some better instructions	0
you need two hands to operate the screenthis software interface is decade old and cannot compete with new software designs	0
worked very well paired with a treo 700w and as a skype headset on my pc using a usb bluetooth transceiver	1
steer clear of this product and go with the genuine palm replacementr pens which come in a threepack	0
do not buy do not buyit sucks	0
this is a great product sure beats using your fingers	1
plus i seriously do not believe it is worth its steep price point	0
all the other cases ive tried normally fall apart after a few months but this one seems to be in for the long haul	1
very dissapointing performance	0
dont make the same mistake that i did and please dont buy this phone	0
this phone might well be the worst ive ever had in any brand	0
case was more or less an extra that i originally put on but later discarded because it scratched my ear	0
i recommend igo to anyone with different brand cell phones/mp3 players in the family	1
dont bother  go to the store	0
i posted more detailed comments under the grey or black phone but i have the fire red and its a great color	1
i did not have any problem with this item and would order it again if needed	1
you get what you pay for i guess	0
not only did the software do a great job of this i could also make my own ringtones form my existing cds without an internet connection	1
im surprised this is a good quality car charger and theres not much reviews about it	1
these are fabulous	1
however bt headsets are currently not good for real time games like firstperson shooters since the audio delay messes me up	0
i used bitpim a free program you can find on the internetto transfer data to the phonethe price of the cable was excellent	1
disappointing accessory from a good manufacturer	0
performed awful  muffled tinny incoming sound and severe echo for those on the other end of the call	0
very windresistant	1
obviously they have a terrible customer service so you get what you pay for	0
they do not last forever but is not overly expensive to replaceeasy to operate and the sound is much better than others i have tried	1
i contacted the company and they told me that although the unit was still under warranty if i couldnt produce my receipt i was out of luck	0
linksys should have some way to exchange a bad phone for a refurb unit or something	0
phone is sturdy as all nokia bar phones are	1
great phone	1
when i placed my treo into the case not only was it not snug but there was a lot of extra room on the sides	0
im pleased	1
battery is terrible	0
i found the product to be easy to set up and use	1
the earpiece on this is too large or too heavyit keeps falling out of my ear	0
utter crap sound quality is terrible	0
the charger arrived within the promised timeframe but it did not work	0
no ear loop needed its tiny and the sound is great	1
finally after three or four times the spring of the latch broke and i could not use it any longer on the visor	0
the handsfree part works fine but then the car tries to download the address book and the treo rebootsoverall i still rate this device high	1
talk about useless customer service	0
it felt too light and "tinny"	0
this does not fit the palm tungsten e2 and it broke the first time i tried to plug it in	0
im happy about this purchase good quality and low price	1
i love the look and feel of samsung flipphones	1
its welldesigned and very sharp  the blue is a very nice color	1
does everything it should and more	1
i could not recommend these more	0
nice sound	1
looks good in the picture but this case was a huge disappointment	0
much less than the jawbone i was going to replace it with	1
setup went very smoothly	1
its extremely slow and takes forever to do anything with it	0
a must study for anyone interested in the "worst sinsof industrial design	0
the first thing that happened was that the tracking was off	0
it is well made easy to access the phone and has a handy detachable belt clip	1
then i had to continue pairing it periodically since it somehow kept dropping	0
cant upload ringtones from a third party	0
bluetooth does not work phone locks up screens just flash up and now it just makes calls randomly while in my pocket locked	0
truly awful	0
it works fine on my motorola 325 cellphone and a lot better than the wornout battery did	1
the volume for the ringer is real good you have choices how loud	1
and none of the tones is acceptable	0
camera color balance is awful	0
this product is clearly not ready for prime time i dont care how cool it looks if you cant tell a call is coming in its worthless	0
i love the ringtones because they are so upbeat	1
chinese forgeries abound	0
easy to pair with my samsung cell	1
the instructions didnt explain that a microphone jack could be used	0
i would advise to not purchase this item it never worked very well	0
too bad you have to pay up to $$$ a month for the service	0
works well	1
the nokia ca42 usb cable did not work with my phone	0
clear crisp sound	1
i have to use the smallest earpieces provided but it stays on pretty well	1
the biggest complaint i have is the battery drains superfast	0
the design might be ergonomic in theory but i could not stand having these in my ear	0
do not buy if you want to use the holster	0
the phone can also take great pictures and even video clips	1
it doesnt make you look cool	0
because both ears are occupied background is not distracting at all	1
comfortable fit  you need your headset to be comfortable for at least an hour at a time if not for an entire day	1
also the phone doesnt seem to accept anything except cbr mp3s preferably ripped by windows media player	0
you cant beat the price on these	1
* comes with a strong light that you can use to light up your camera shots and even flash sos signals seriously	1
lightweight and works well	1
so just beware	0
i love this cable  it allows me to connect any miniusb device to my pc	1
so anyone near you will hear part of your conversation	0
this is cool because most cases are just open there allowing the screen to get all scratched up	1
i bought this phone as a replacement for my startac and have regretted it since	0
appears to actually outperform the original battery from china that came with my v325i	1
cant store anything but phone numbers to sim	0
it lasts less than 3o minutes if i actually try to use the phonemy wife has the same phone with the same problem	0
poor quality	0
jabra ear gels "rthe best	1
not worth it	0
the phone crashed completely and now i have to get it replaced	0
it quit working after id used it for about 18 months so i just purchased another one because this is the best headset ive ever owned	1
unfortunately it will not recharge my iphone 4s despite connecting it from multiple power sources imac external battery wall outlet etc	0
it was a great phone	1
if you simply want a small flip phone  look elsewhere as the extra bells & whistles are mediocre	0
good value works fine  power via usb car or wall outlet	1
my phone doesnt slide around my car now and the grip prevents my phone from slipping out of my hand	1
this is simply the best bluetooth headset for sound quality	1
think it over when you plan to own this onethis sure is the last moto phone for me	0
in the span of an hour i had two people exclaim "whoa  is that the new phone on tv	1
i have always used corded headsets and the freedom from the wireless is very helpful	1
this case has passed the one year mark and while it shows signs of wear it is 100% functional	1
other than that the leather is nice and soft; the fit is very tight; the cut out for the face is a good shape	1
it has everything i need and i couldnt ask for more	1
after receiving and using the product for just 2 days it broke	0
this product is great it makes working a lot easier i can go to the copier while waiting on hold for something	1
none of the three sizes they sent with the headset would stay in my ears	0
tmobile has the best customer service anywhere	1
arrived quickly and much less expensive than others being sold	1
we have tried 2 units and they both failed within 2 months pros	0
provides good protection and looks classy too	1
krussel always good	1
the tracfonewebsite is user friendly and makes it easy toactivate etc	1
the design is very good4	1
i great reception all the time	1
i would highly recommend this product	1
couldnt use the unit with sunglasses not good in texas	0
it dit not work most of the time with my nokia 5320	0
bought mainly for the charger which broke soon after purchasing	0
if you like a loud buzzing to override all your conversations then this phone is for you	0
fantastic buy and will get again for whatever my next phone is	1
stay away from this store be careful	0
this blueant supertooth handsfree phone speaker is awesome	1
does not fit	0
 item arrived quickly and works great with my metro pcs samsung schr450 slider phone and sony premium sound in ear plugs	1
it is light has plenty of battery capacity and is very confortable to wear for somewhat extended periods of time	1
disappointing	0
blue ant is easy to use	1
cheap but hey it works was pleasantly suprised given the low cost of this item	1
the camera on the phone may be used as a dustpan when indoors id rather be using a disposable then this	0
then a few days later the a puff of smoke came out of the phone while in use	0
its very convenient and simple to use  gets job done & makes the car ride so much smoother	1
the nano stated itmy son was dissapointed	0
the sound quality is excellent as well	1
its the best headset i have used	1
would not reccommend	0
they have been around for years and carries the highest quality of antiglare screen protector that i have found to date	1
just what i wanted	1
this particular model would not work with my motorola q smartphone	0
wont work right or atleast for me	0
in addition it feels &amp; looks as if the phone is all lightweight cheap plastic	0
but now that it is "out of warrantythe same problems reoccurebottom line put your money somewhere else cingular will not support it	0
i really wanted the plantronics 510 to be the right one but it has too many issues for methe good	0
great product	1
crisp and clear	1
after the first charge kept going dead after 12 minutes	0
very cheap plastic creaks like an old wooden floor	0
i get absolutely horrible reception in my apartment where with other phones i have not had this problem	0
the reception has been generally good	1
excellent sound battery life and inconspicuous to boot	1
great bluetooth	1
i highly recommend this case	1
worthwhile	1
this is a great deal	1
after my phone got to be about a year old its been slowly breaking despite much care on my part	0
i am sorry i made this purchase	0
i bought these hoping i could make my bluetooth headset fit better but these things made it impossible to wear	0
treo and tmobile refused to replace it again and forced me to buy another phone without any kind of upgrade discount	0
it was horrible	0
i dont think it would hold it too securly on your belt	0
this allows the possibility of double booking for the same date and time after the first	0
they work about 2 weeks then break	0
it is simple to use and i like it	1
its a great tool for entertainment communication and data managementoh be sure to use activesync 42 for optimal data synchronization results	1
i cant use this case because the smell is disgusting	0
not what i wanted	0
i own 2 of these cases and would order another	1
great phone	1
i bought this battery with a coupon from amazon and im very happy with my purchase	1
the internet access was fine it the rare instance that it worked	0
perfect for the ps3	1
five star plus plus	1
a good quality bargain i bought this after i bought a cheapy from big lots that sounded awful and people on the other end couldnt hear me	1
$50 down the drain	0
i tried talking real loud but shouting on the telephone gets old and i was still told it wasnt great	0
good  works fine	1
for the price this was a great deal	1
great price too	1
if there is a wind it is completely useless	0
yes its shiny on front side  and i love it	1
does not work	0
at first i thought i was grtting a good deal at $744 until i plugged it into my phone v3c razr	0
the reception through this headset is excellent	1
2 thumbs up to this seller	1
i have a verizon lg phone and they work well together good reception and range that exceeds 20 feet line of sight	1
improper description i had to return it	0
#1 it works  #2 it is comfortable	1
battery chargelife is quite long	1
the jabra eargels fit my ears very well	1
battery has no life	0
i checked everywhere and there is no feature for it which is really disappointing	0
product is exactly as described	1
gets a signal when other verizon phones wont	1
doesnt do the job	0
i would recommend it	1
plan on ordering from them again and again	1
that being said for a phone the camera is very nice; many cool effects to play with and video is decent as well	1
i have been very satisfied with this cell phone from day one	1
they keep getting better and better this is my third one and ive had numerous palms too	1
awkward to use and unreliable	0
the shipping time was also very quick	1
not as good as i had hoped	0
good case	1
doesnt work	0
really good product	1
unfortunately it did not work	0
all three broke within two months of use	0
dont buy it	0
my father has the v265 and the battery is dying	0
however the ear pads come off easily and after only one week i lost one	0
the calls drop the phone comes on and off at will the screen goes black and the worst of all it stops ringing intermittently	0
horrible horrible protector	0
i dont like this nokia either	0
reaching for the bottom row is uncomfortable and the send and end keys are not where i expect them to be3	0
i have bought this nokia cell phone a few weeks ago and it was a nightmare	0
it would take too long to describe how bad my customer service experience has been with amazon	0
the only very disappointing thing was there was no speakerphone	0
terrible my car will not accept this cassette	0
product is useless since it does not have enough charging current to charge the 2 cellphones i was planning to use it with	0
its not what it says it is	0
stay away from the q	0
used and dirty	0
very unreliable service from tmobile 	0
not good enough for the price	0
i bought two of them and neither will charge	0
it looks very nice	1
this is an excellent tool especially when paired with your phones autoanswer	1
i have read others reviews here but i havent had any problem with it	1
these products cover up the important light sensor above the ear outlet	0
comfortable in my hand	1
just does not work	0
poor reliability	0
it works	1
if i take a picture the battery drops a bar and starts beeping letting me know its dieing	0
terrible product and waste of money	0
last time buying from you	0
it was a waste of my money	0
so far it has worked like a charm	1
i have only had it for a few weeks but so far so good	1
but in any case the best part is you can download these pictures to your laptop using ir or even send pictures from your laptop to the phone	1
would recommend this item	1
its been my choice headset for yearsgreat sound; good volume; good noise cancellation	1
nice case feels good in your hands	1
the item received was counterfeit	0
just really good so far probably the best bt headset i have ever had	1
works fine	1
i received my headset in good time and was happy with it	1
