comentarios	status
 is just superb	1
all i can do is whine on the  so here it goesthe more i use the thing the less i like it	0
great charger	1
this is essentially a communications tool that does not communicate	0
works like a charm; it work the same as the one i got with the phone	1
i still maintain that monkeys shouldnt make headphones we just obviously dont  enough dna to copy the design over to humans	0
great value	1
doesnt work at all i bougth it for  l7c and its not working	0
the look of it is very sharp and the screen is nice and clear with great graphics	1
doesnt last long	0
one thing i hate is the mode set button at the side	0
excellent service	1
 you for wasting  money	0
how can that bethe audio quality is poor	0
the igo chargers and tips are really great	1
the file browser offers all the options that one needshandsfree is great	1
superb phone on a great network	1
i    bluetoothmotorola hs850 to  phone and it worked like a charm whether the phone was in  pocket or the case	1
i put the  os on it v115g and it now likes to slow to a crawl and lock up every once in a while	0
it only recognizes the phone as its  device	0
if you like a loud buzzing to override all your conversations then this phone is for you	0
dont buy this product	0
ive had this bluetoooth headset for  time now and still not comfortable with the way it fits on the ear	0
the sound quality is good and functionality is awesome	1
i have this phone and it is a thorn in  side i really abhor it	0
i recently had problems where i could not stay  for more than 10 minutes before being dis	0
incredible	1
design flaw	0
great phone	1
waste of 13 bucks	0
but when i  voice mail at night the  backlight  off a few seconds into the first message and then im lost	0
the replacement died in a few weeks	0
any  toneoverall good phone to buy	1
lately they have  extremely nice and helpful on the phone	1
i have had problems wit hit dropping signal and more	0
not impressed	0
light weight i   it is there	1
youll love how thin it is	1
bad choice	0
the pleather case doesnt 	0
useless phone simply deaf	0
the color is even prettier than i thought it would be and the graphics are incredibly sharp	1
all in all i think it was a good investment	1
it makes very strange ticking noises before it  the call	0
the best electronics of the available fm transmitters	1
battery lasts only a few hours	0
great headset very impressed  h500	1
the "12mega pixel camera being a part of a phone is reasonably good7	1
ive had this for  2 years and it has worked great for me	1
good transmit audio	1
we are sending it back	0
i did not bother contacting the company for few dollar product but i learned the lesson that i should not have bought this form online 	0
if you hate earbugs avoid this phone by all means	0
great price also	1
the range is very decent ive  able to roam around  house with the phone in the living room with no reception/sound quality issues	1
fast service	1
i would highly recommend this	1
i would recommend this	1
i also didnt like the "onbutton it felt like it would crack with use	0
worst phone ever	0
im still infatuated with this phone	1
freezes frequently4	0
its kind of embarrassing to use because of how it looks and mostly its embarrassing how childlike the company is	0
simple lightweight and great 	1
all in all id expected a better consumer experience from motorola	0
theres a horrible tick sound in the  on all  calls that i have never experienced before	0
these are certainly very comfortable and functionality is decent	1
i usually dont like headbands but this one is very lightweight & doesnt mess up  hair	1
im a bit disappointed	0
i have had this phone for over a year now and i will  you its not that great	0
i ordered this for sony ericsson  but i think it only worked once thats when i first used it	0
the battery is completely useless to me	0
what a big waste of time	0
dont waste your $$$ on this one	0
great sound and service	1
really pleased with this product so far	1
one of  favorite purchases ever	1
best bluetooth on the market	1
authentic leather with nice shine and comfort i recommend you this case 	1
i was very excited to get this headset because i thought it was really cute	1
do not make the same mistake as me	0
big disappointment with calendar sync	0
the phone was unusable and was not new	0
worst customer service ever	0
no  ear  provided and no instructions whatsoever	0
it defeats the purpose of a bluetooth headset	0
worth every penny	1
excellent wallet type phone case	1
nice headphones for the price and they work great	1
 is excrutiatingly slow	0
it is very comfortable to wear as well which is probably the most important aspect about using a case	1
its fits like a glove and is strong secure and durable	1
o   the best phone i have ever had	1
its very attractive and appears to be of good quality	1
i love all the features and form factor	1
this product had a strong rubber/petroleum smell that was unbearable after a while and caused me to return it	0
poor quality and service	0
the cable looks so thin and flimsy it is scary	0
great earpiece	1
excellent hands free tool	1
great for using with your  stereo	1
good product  incredible value	1
only had this a  but its worked flawlessly so far	1
works great	1
absolutel junk	0
that one didnt work either	0
battery life is real good	1
returned 8 hours later	0
its a great 	1
dont waste your money	0
love this headset	1
not only will it drain your player but may also potentially fry it	0
worked perfectly	1
unreliable  im giving up	0
i  it 5 stars because of the sound quality	1
avoid this one if you can	0
reversible plug works great	1
i wasted  little money with this earpiece	0
very good phone	1
best of all is the rotating  very helpful	1
comfort for our whole family	1
good product good seller	1
i love this bluetooth	1
first of all it doesnt wear well	0
i am very impressed with this headset from plantronics	1
i got it because it was so small and adorable	1
great phone	1
i wouldnt recommend buying this product	0
piece of junk	0
poorly contstruct hinge	0
this  is great installed it let it  up overnite and it has  working good every since with no problems	1
great phone	1
dont buy it	0
excellent phone	1
do not purchase this phone	0
the voice recognition  the handset is excellent	1
this is hands down the best phone ive ever had	1
works great wn  cat attacked t phone  scratcd t protective strip  of destroying t screen	1
this one works and was priced right	1
customer service was terrible	0
battery life still not long enough in motorola razor v3i	0
sending it back	0
now i know that i made a wise decision	1
someone shouldve invented this sooner	1
good price	1
everything worked on the first trythe device was certainly engineered in a clever way and the construction feels good	1
i received it quickly and it works great	1
has  working great	1
as many people complained i found this  microphone was very weak	0
 5year old nokia 2160 from tracfone holds the charge a lot better than this	0
they do not care about the consumer one bit	0
this is a good battery and it got here really fast	1
the instruction manual is lacking	0
also its slim enough to  into  alarm clock docking station without  the case	1
phone now holds charge like it did when it was new	1
the battery is unreliable as well as the service use antena	0
its uncomfortable and the sound quality is quite poor compared with the phone razr or with   wired headset that plugged into an 	0
we have gotten a lot of compliments on it	1
this is definitely a must have if your state does not  cell phone usage while driving	1
i want  money back	0
i love this device	1
i am also very happy with the price	1
i ordered this product first and was unhappy with it immediately	0
the ngage is still lacking in earbuds	0
i was able to do voice dialing in the car with no problem	1
i have  bars on  cell phone when i am  but you cant not hear anything	0
good  low price	1
howeverthe riingtones are not the best and neither are the games	0
the plug did not work very well	0
amazon sucks	0
rip off over charge shipping	0
very comfortable	1
the battery is working well as a replacement for the original that came with the phone over 2 years ago	1
the reception is excellent	1
it fits comfortably in either ear the sound is clear and loud and the charge lasts a couple of days	1
very clear quality sound and you dont have to mess with the sound on your ipod since you have the sound buttons on the headset	1
1 long lasting battery you dont have to recharge it as frequentyly as  of the flip phones2	0
obviously there is a problem with the adhesive	0
very disappointing	0
it was an inexpensive piece but i would still have expected better quality	0
it is  useless and did not  any kind of  to  reception after i bought it	0
excellent sound quality	1
was not happy	0
a piece of junk that broke after being on  phone for 2 days	0
new battery works great in phone	1
worst customer service	0
ive dropped  phone more times than i can say even on concrete and  phone is still great knock on wood	1
reception is terrible and  of static	0
good audio quality	1
this little device has transformed  organizational capability and made  life a whole lot easier	1
i was sitting in  vehicle with the cradle on  belt and the headset lost signal	0
were jerks on the phone	0
works like a charm works as 	1
comfortable nice range good battery life	1
their network coverage in los angeles is horrible	0
excellent starter wireless headset	0
the loudspeaker option is great the bumpers with the lights is very  	0
the only thing that i think could improve is the sound leaks out from the headset	0
first off the reception sucks i have never had more than 2 bars ever	0
the phone gets extremely hot	0
the microphone also works well but according to people i have called it applifies everything	1
nice design and quality	1
also if your phone is dropped this case is not going to save it specially when dropped face down	0
it is light easy to use and has very clear reception and transmission	1
bad  way too big	0
it definitely was not as good as  s11	1
awesome device	1
waste of money	0
i had ordered a motorola data cable got a very well  and working product	1
love this phone	1
i was  for this headset for a long time and now that ive got it i couldnt be happier	1
 be drivng along and  headset starts ringing for no reason	0
display is excellent and camera is as good as any from that year	1
battery life is also great	1
the worst phone ive ever had only had it for a few months	0
not a good  it worked for a while then started having problems in  auto reverse tape player	0
this is so embarassing and also  ears hurt if i try to push the ear plug into  ear	0
protects the phone on all sides	1
this is a very average phone with bad battery life that operates on a weak network	0
clear skype calls long battery life long range	1
soyo  sucks	0
great hands free device	1
you can even take self portraits with the outside exterior display very cool	1
same problem as others have mentioned	0
after trying many many handsfree gadgets this is the one that finally works well	1
magical help	1
the worst piece of crap ever along with the  customer service	0
poor sound quality	0
the best phone in market 	1
it worked very well	1
the company shipped  product very promptly and it works well	1
exactly what i wanted	1
the picture resolution is far below what other comparablypriced phones are offering today	0
this is a great deal	1
excellent product i am very satisfied with the purchase	1
i highly recommend these and encourage people to give them a try	1
better than youd expect	1
using all earpieces left or right this thing will not stay on  ear	0
great product and price	1
sounds good reasonably priced and effective its that simple 	1
still waiting im sure this  would work well if i ever recieve it	0
what a disappointment	0
very prompt service	1
excellent product for the price	1
very pleased with this headset	1
dont waste your money and time	0
i especially love the long battery life	1
its so stupid to have to keep buying new chargers car chargers cradles headphones and car kits every time a new phone  out	0
works great	1
plantronics bluetooth excelent buy	1
i came over from  because cingulair has nicer cell phones the first thing i noticed was the really bad service	0
 be  for a new earpiece	0
i highly recommend this device to 	1
jawbone era is awesome too	1
we received a white  battery that goes  after a couple hoursthe original used to last a week  but still lasts longer than thereplacement	0
after a year the battery went completely  on  headset	0
i have used  phone in two years but this one is the best	1
an awesome new look for fall 2000	1
this is the first phone ive had that has  so cheaply made	0
att is not clear sound is very  and you have to yell when you talk	0
the plastic breaks really easy on this clip	0
price is good too	1
dont make the same mistake i did	0
oh and i  to also mention the weird color effect it has on your phone	0
im using it with an iriver spinn with case and it fits fine	1
also the area where  unit broke im not too fond of the magnetic strap	0
overall i am psyched to have a phone which has all  appointments and contacts in and gets great reception	1
every thing on phone work perfectly  like it	1
another  about this phones appearance is that it really looks rather bland especially in the all black model	0
its really easy	1
 sanyo has survived dozens of drops on blacktop without  effect	1
fantastic earphones	1
it finds  cell phone right away when i  the car	1
low quality	0
i highly recommend this modest priced cellular phone	1
but it does get better reception and clarity than any phone ive had before	1
warning  stay away	0
i wish i could return the unit and get back  money	0
awsome device works great	1
i used to talk on it for 1  1 1/2 hours and the battery would be literally drained and dying	0
if you dont find it too bad as again the unit  with one earpad onlyi would not recommend this to anyone	0
very displeased	0
i might have gotten a defect but i would not risk buying it again because of the  quality alone	0
they made this case too small and is very difficult to 	0
restored  phone to like new performance	1
i would recommend  the jabra jx10 series 2 which works flawlessly with   q go 	1
i searched the  and found this one to be the best value	1
does not 	0
very happy with this product	1
the screen  is big key pad lit well enough and the camera quality is excellent for a camera phone	1
theres really nothing bad i can say about this headset	0
im glad i found this product on amazon it is hard to find it wasnt  priced	1
portable and it works	1
 colleague & i now get great receptiona little expensive but performance is great	1
i even fully  it before i went to bed and turned off blue  and wifi and noticed that it only had 20 % left in the morning	0
ive also had problems with the phone reading the  card in which i always turn it on and then off again	0
not good when wearing a hat or sunglasses	0
timely shipment and quality product	1
nice solid keyboard	1
very well made and fits  surefire gx2 perfectly	1
horrible phone	0
bt50 battery junk	0
we would recommend these to others	1
cant get the software to work with  computer	0
disappointed	0
poor voice clarity	0
the battery works great	1
no buyers remorse on this one	0
very disappointed in accessoryone	0
i find this inexcusable and so will probably be returning this phone and  changing carriers	0
looks great and is strong"	1
i have had  service for 2 or 3 years now and i am pretty happy with it	1
the update procedure is difficult and cumbersome	0
disappointment i hate anything that goes in  ear	0
great software for 	1
the  was on time	1
very easy to use	1
uncomfortable in the ear dont use with  vx9900 env	0
the volume switch rocketed out of the unit to a destination unknown	0
it holds a charge for a long time is reasonably comfortable under longwearing conditions and the quality of sound is tremendous	1
id like to return it	0
the keyboard is really worthwhile in usefulness and is sturdy enough i dont expect any problems	1
verizons bills however are difficult to understand even though their pricing plans are simple	0
after charging overnight these batteries work great	1
you wont regret it	1
i love this phone	1
a disappointment	0
its not user friendly	0
unfortunately the ability to actually know you are receiving a call is a rather important  and this phone is pitiful in that respect	0
then i  for the same phone even that had the same problem	0
this results in the phone being either stuck at max volume or mute	0
this pda rocks	1
it is super  up for use as a small hybrid palmtop/camera/cellphone and excels in those roles	1
i would definitely recommend the jabra bt250v for those who are  for comfort clarity and a great price	1
i had  2 years ago and really liked their service	1
pretty piece of junk	0
plug was the wrong 	0
works as described	1
save your money ive had this  for 11 months now	0
bad purchase	0
well im satisfied	1
the bose noise cancelling is amazing which is very important for a nyc commuter	1
this battery is an excellent bargain	1
defective crap	0
i would have  no star if i was able	0
i wear glasses and it fits fine with them	1
the sound quality for the device is unacceptableunless you are in a really quiet area you almost hear nothing	0
i would not recommend this  to anyone	0
the holster that  did not match the photo in the ad	0
greatno problems at all	1
as an  review noted plug in this charger and nothing happens	0
this frog phone charm is adorable and very eye 	1
you never know if you pushed it hard enough or the right  of times for the  you want or not	0
the sound is clear and the people i talk to on it are amazed at the quality too	1
i got the aluminum case for  new palm vx and it worked really wellit has protected  handheld perfectly so far	1
very good product well made	1
mobile phone tools are a must have	1
i am very impressed with the job that motorola did on the sturdiness of this phone	1
i received   well within the shipping  everything was in good working order and overall i am very excited to have this source	1
the phone is sturdy and waterproof	1
i am not impressed with this and i would not recommend this  to anyone	0
 only complaint is the standard sound volume is a little low even when turned up to 5of 5	0
thanks again to amazon for having the things i need for a good price	1
i ended up sliding it on the edge of  pants or back pockets 	1
i had to go to a store and bought a new nokia phone which is working great	1
works great	1
really ugly	0
horrible had to switch 3 times	0
the noise shield is incrediable	1
no real improvement	0
razr battery  good buy	1
keep up the good work amazon	1
they refuse to refund or 	0
unfortunately its easy to accidentally activate them with the gentletouch buttons if you accidentally touch the phone to your face while listening	0
so i basically threw  money out the window for nothing	0
great case and price	1
all it took was one drop from about 6 inches above the kitchen counter and it was crackedi am not impressed and i am not laughing	0
bluetooth range is good  a few days ago i left  phone in the trunk got a call and carried the  without a hitch	1
small sleek impressive  practical setup with ample  in place	1
the eargels  the sound directly into your ear and seem to increase the sound volume and clarity	1
none of the new ones have ever quite worked properly	0
i am glad i purchased it	1
ive   calls because of this reason	0
  phone is defective but people cannot hear me when i use this	0
dont buy this product	0
sucked most of the stuff does not work with  phone	0
no shifting no bubbling no peeling not even a scratch nothingi couldnt be more happier with  new one for the droid	1
worst software ever used if i could give this zero stars i would	0
trying to make a call on these is an exercise in frustration	0
the case is a flimsy piece of plastic and has no front or side protection whatsoever	0
i own a jabra earset and was very happy with it but the sound quality especially outgoing on this is better	1
i love the camera its really pretty good quality	1
 you for  great service	1
its a total package	1
the seller is very understanding and patient i would definitely buy from them again	1
i give wirefly 1 stari will contact cingular/at&t; and inform them of this practice	0
its aggravating	0
great product for the price	1
i have purchased these for both family and  and all enjoy their clarity and ease of use	1
virgin wireless rocks and so does this cheap little phone	1
none of it works just dont buy it	0
muddy low quality sound and the casing around the wires insert was poorly super glued and slid off	0
please dont waste your money	0
all in all im quite satisfied with this purchase	1
if you are  for a good quality motorola headset keep  this isnt it	0
yet plantronincs continues to use the same flawed charger design	0
disapointing results	0
cumbersome design	0
great it was new packaged nice works good no problems and it came in less time then i expected	1
great product	1
its a piece of crap	0
 experience was terrible this was  fourth bluetooth headset and while it was much more comfortable than  last jabra which i hated	0
this fixes all the problems	1
worst ever	0
i am very happy	1
ive had no trouble accessing the  downloading ringtones or performing any of the functions	1
i can barely ever hear on it and am constantly saying "what"	0
the battery life is highly unacceptable	0
that company is a joke	0
it does everything the description said it would	1
 to this happening on every call i was forced to stop using this headset	0
it works great with a car charger especially if you cannot plug in two adapters at the same time	1
 tech support walked  through a few procedures none of which worked and i ended up having to do a hard reset wiping out all  data	0
voice quality signal strength dropped calls	0
it plays louder than any other speaker of this size; the price is so low that most would think the quality is lacking however its not	1
better than expected	1
it feels poorly constructed the  are difficult to navigate and the buttons are so recessed that it is difficult to push them	0
battery is holding up well	1
also difficult to put onid recommend avoiding this product	0
i only used it two days and it wasnt always easy to hear with	0
i got the car charger and not even after a week the charger was brokeni went to plug it in and it started smoking	0
sprint  terrible customer service	0
linked to  phone without effort	1
they are so cool	1
easy to use	1
better than new	1
what possesed me to get this junk i have no idea	0
piece of trash	0
a pretty good product	1
this is a great phone	1
for the price on amazon it is an excellent product which i would highly recommend	1
their research and development division obviously knows what theyre 	1
the real killer is the volume and of course it breaking	0
those phones are working just fine now	1
i am more than happy with this product	1
poor construction	0
this is infuriating	0
overall i would recommend this phone over the new walkman	1
sprint charges for this service	0
it is cheap and it  and look just as cheap	0
it fits  ear well and is comfortable on	1
it doesnt work in europe or asia	0
clipping this to your belt will deffinitely make you  like 50 cents upandcoming	1
i like design and look of jabra behing the ear  and 5020 is pretty comfortible to wear 24 hours a day without pain in the ear	1
i was amazed at the quick arrival of the two original  cell phone batteries and and at a fraction of the price	1
the worst phone from samsungcrap this crappy samsung e715 is the worst i have ever seeen	0
the charger worked for about a week and then completely stopped charging  phone	0
poor product	0
however i needed  better instructions	0
you need two hands to  the screenthis software interface is decade old and cannot compete with new software designs	0
worked very well paired with a  700w and as a skype headset on  pc using a usb bluetooth transceiver	1
steer clear of this product and go with the genuine palm replacementr pens which come in a threepack	0
do not buy do not buyit sucks	0
this is a great product sure beats using your fingers	1
plus i seriously do not believe it is worth its steep price point	0
all the other cases ive tried  fall apart after a few months but this one seems to be in for the long haul	1
very dissapointing performance	0
dont make the same mistake that i did and please dont buy this phone	0
this phone might well be the worst ive ever had in any 	0
case was more or less an  that i originally put on but later discarded because it scratched  ear	0
i recommend igo to anyone with different  cell phones/mp3 players in the family	1
dont bother  go to the store	0
i posted more detailed  under the grey or black phone but i have the fire  and its a great color	1
i did not have any problem with this  and would order it again if needed	1
you get what you pay for i guess	0
not only did the software do a great job of this i could also make  own ringtones form  existing cds without an  connection	1
im surprised this is a good quality car charger and theres not much  about it	1
these are fabulous	1
however bt  are currently not good for real time games like firstperson shooters since the audio delay messes me up	0
i used bitpim a free program you can find on the internetto transfer data to the phonethe price of the cable was excellent	1
disappointing accessory from a good manufacturer	0
 awful  muffled tinny incoming sound and severe echo for those on the other end of the call	0
very windresistant	1
obviously they have a terrible customer service so you get what you pay for	0
they do not last forever but is not overly expensive to replaceeasy to  and the sound is much better than others i have tried	1
i contacted the company and they  me that although the unit was still under warranty if i couldnt produce  receipt i was out of luck	0
linksys should have  way to  a bad phone for a refurb unit or thing	0
phone is sturdy as all nokia bar phones are	1
great phone	1
when i placed   into the case not only was it not snug but there was a lot of  room on the sides	0
im pleased	1
battery is terrible	0
i found the product to be easy to set up and use	1
the earpiece on this is too large or too heavyit keeps falling out of  ear	0
utter crap sound quality is terrible	0
the charger  within the promised  but it did not work	0
no ear loop needed its tiny and the sound is great	1
finally after three or four times the spring of the latch broke and i could not use it any longer on the visor	0
the handsfree part works fine but then the car tries to download the address book and the  rebootsoverall i still rate this device 	1
talk about useless customer service	0
it felt too light and "tinny"	0
this does not  the palm tungsten e2 and it broke the first time i tried to plug it in	0
im happy about this purchase good quality and low price	1
i love the look and  of samsung flipphones	1
its welldesigned and very sharp  the blue is a very nice color	1
does everything it should and more	1
i could not recommend these more	0
nice sound	1
looks good in the picture but this case was a huge disappointment	0
much less than the jawbone i was going to  it with	1
setup went very smoothly	1
its extremely slow and  forever to do anything with it	0
a must  for anyone interested in the "worst sinsof industrial design	0
the first thing that happened was that the tracking was off	0
it is well made easy to  the phone and has a handy detachable belt clip	1
then i had to continue pairing it periodically since it somehow kept dropping	0
cant upload ringtones from a third party	0
bluetooth does not work phone locks up screens just  up and now it just makes calls randomly while in  pocket locked	0
truly awful	0
it works fine on  motorola 325 cellphone and a lot better than the wornout battery did	1
the volume for the ringer is real good you have choices how loud	1
and none of the tones is acceptable	0
camera color balance is awful	0
this product is clearly not  for  time i dont care how cool it looks if you cant  a call is coming in its worthless	0
i love the ringtones because they are so upbeat	1
 forgeries abound	0
easy to pair with  samsung cell	1
the instructions didnt explain that a microphone jack could be used	0
i would  to not purchase this  it never worked very well	0
too bad you have to pay up to $$$ a  for the service	0
works well	1
the nokia ca42 usb cable did not work with  phone	0
clear crisp sound	1
i have to use the smallest earpieces provided but it stays on pretty well	1
the biggest complaint i have is the battery drains superfast	0
the design might be ergonomic in theory but i could not stand having these in  ear	0
do not buy if you want to use the holster	0
the phone can also take great pictures and even video clips	1
it doesnt make you look cool	0
because both ears are occupied  is not distracting at all	1
comfortable   you need your headset to be comfortable for at least an hour at a time if not for an  day	1
also the phone doesnt seem to accept anything except cbr mp3s preferably ripped by windows media player	0
you cant beat the price on these	1
*  with a strong light that you can use to light up your camera shots and even  sos signals seriously	1
lightweight and works well	1
so just beware	0
i love this cable  it  me to connect any miniusb device to  pc	1
so anyone near you will hear part of your 	0
this is cool because most cases are just open there  the screen to get all scratched up	1
i bought this phone as a replacement for  startac and have regretted it since	0
appears to actually outperform the original battery from china that came with  v325i	1
cant store anything but phone numbers to sim	0
it lasts less than 3o minutes if i actually try to use the phonemy  has the same phone with the same problem	0
poor quality	0
jabra ear  "rthe best	1
not worth it	0
the phone  completely and now i have to get it replaced	0
it  working after id used it for about 18 months so i just purchased another one because this is the best headset ive ever owned	1
unfortunately it will not recharge  iphone 4s  connecting it from multiple power sources imac external battery wall outlet etc	0
it was a great phone	1
if you simply want a small flip phone  look elsewhere as the  bells & whistles are mediocre	0
good value works fine  power via usb car or wall outlet	1
 phone doesnt slide around  car now and the grip prevents  phone from slipping out of  hand	1
this is simply the best bluetooth headset for sound quality	1
think it over when you plan to own this onethis sure is the last  phone for me	0
in the span of an hour i had two people exclaim "whoa  is that the new phone on tv	1
i have always used corded  and the freedom from the wireless is very helpful	1
this case has passed the one year mark and while it shows  of wear it is 100% functional	1
other than that the leather is nice and soft; the  is very tight; the cut out for the face is a good shape	1
it has everything i need and i couldnt ask for more	1
after receiving and using the product for just 2 days it broke	0
this product is great it makes working a lot easier i can go to the copier while waiting on hold for something	1
none of the three  they sent with the headset would stay in  ears	0
 has the best customer service anywhere	1
 quickly and much less expensive than others being sold	1
we have tried 2 units and they both failed within 2 months 	0
provides good protection and looks classy too	1
krussel always good	1
the tracfonewebsite is user friendly and makes it easy toactivate etc	1
the design is very good4	1
i great reception all the time	1
i would highly recommend this product	1
couldnt use the unit with sunglasses not good in texas	0
it dit not work most of the time with  nokia 5320	0
bought mainly for the charger which broke soon after 	0
if you like a loud buzzing to override all your conversations then this phone is for you	0
fantastic buy and will get again for whatever  next phone is	1
stay away from this store be careful	0
this blueant supertooth handsfree phone speaker is awesome	1
does not 	0
   quickly and works great with  metro pcs samsung schr450 slider phone and sony premium sound in ear plugs	1
it is light has plenty of battery capacity and is very confortable to wear for somewhat extended periods of time	1
disappointing	0
blue ant is easy to use	1
cheap but hey it works was pleasantly suprised  the low cost of this 	1
the camera on the phone may be used as a dustpan when indoors id rather be using a disposable then this	0
then a few days later the a puff of smoke came out of the phone while in use	0
its very convenient and simple to use  gets job done & makes the car ride so much smoother	1
the nano stated itmy son was dissapointed	0
the sound quality is excellent as well	1
its the best headset i have used	1
would not reccommend	0
they have  around for years and carries the highest quality of antiglare screen  that i have found to date	1
just what i wanted	1
this particular model would not work with  motorola q smartphone	0
wont work right or atleast for me	0
in  it feels &amp; looks as if the phone is all lightweight cheap plastic	0
but now that it is "out of warrantythe same problems reoccurebottom line put your money somewhere else cingular will not support it	0
i really wanted the plantronics 510 to be the right one but it has too many issues for methe good	0
great product	1
crisp and clear	1
after the first charge kept going  after 12 minutes	0
very cheap plastic creaks like an old wooden floor	0
i get absolutely horrible reception in  apartment where with other phones i have not had this problem	0
the reception has  generally good	1
excellent sound battery life and inconspicuous to boot	1
great bluetooth	1
i highly recommend this case	1
worthwhile	1
this is a great deal	1
after  phone got to be about a year old its  slowly breaking  much care on  part	0
i am sorry i made this purchase	0
i bought these hoping i could make  bluetooth headset  better but these things made it impossible to wear	0
 and  refused to  it again and forced me to buy another phone without any kind of upgrade 	0
it was horrible	0
i dont think it would hold it too securly on your belt	0
this  the possibility of double booking for the same date and time after the first	0
they work about 2 weeks then break	0
it is simple to use and i like it	1
its a great tool for entertainment communication and data managementoh be sure to use activesync 42 for optimal data synchronization results	1
i cant use this case because the smell is disgusting	0
not what i wanted	0
i own 2 of these cases and would order another	1
great phone	1
i bought this battery with a coupon from amazon and im very happy with  purchase	1
the   was fine it the  instance that it worked	0
perfect for the ps3	1
five star plus plus	1
a good quality bargain i bought this after i bought a cheapy from big lots that sounded awful and people on the other end couldnt hear me	1
$50 down the drain	0
i tried talking real loud but shouting on the  gets old and i was still  it wasnt great	0
good  works fine	1
for the price this was a great deal	1
great price too	1
if there is a wind it is completely useless	0
 its shiny on front side  and i love it	1
does not work	0
at first i thought i was grtting a good deal at $744 until i plugged it into  phone v3c razr	0
the reception through this headset is excellent	1
2 thumbs up to this seller	1
i have a   phone and they work well together good reception and range that exceeds 20 feet line of sight	1
improper description i had to return it	0
#1 it works  #2 it is comfortable	1
battery chargelife is quite long	1
the jabra eargels   ears very well	1
battery has no life	0
i checked everywhere and there is no  for it which is really disappointing	0
product is exactly as described	1
gets a signal when other  phones wont	1
doesnt do the job	0
i would recommend it	1
plan on  from them again and again	1
that being said for a phone the camera is very nice; many cool effects to play with and video is decent as well	1
i have  very satisfied with this cell phone from day one	1
they keep getting better and better this is  third one and ive had  palms too	1
awkward to use and unreliable	0
the shipping time was also very quick	1
not as good as i had hoped	0
good case	1
doesnt work	0
really good product	1
unfortunately it did not work	0
all three broke within two months of use	0
dont buy it	0
 father has the v265 and the battery is dying	0
however the ear pads come off easily and after only one week i lost one	0
the calls drop the phone  on and off at will the screen goes black and the worst of all it stops ringing intermittently	0
horrible horrible 	0
i dont like this nokia either	0
reaching for the bottom row is uncomfortable and the send and end keys are not where i expect them to be3	0
i have bought this nokia cell phone a few weeks ago and it was a nightmare	0
it would take too long to describe how bad  customer service experience has  with amazon	0
the only very disappointing thing was there was no speakerphone	0
terrible  car will not accept this cassette	0
product is useless since it does not have enough charging current to charge the 2 cellphones i was planning to use it with	0
its not what it says it is	0
stay away from the q	0
used and dirty	0
very unreliable service from  	0
not good enough for the price	0
i bought two of them and neither will charge	0
it looks very nice	1
this is an excellent tool especially when paired with your phones autoanswer	1
i have  others  here but i havent had any problem with it	1
these products cover up the important light sensor above the ear outlet	0
comfortable in  hand	1
just does not work	0
poor reliability	0
it works	1
if i take a picture the battery drops a bar and starts beeping letting me know its dieing	0
terrible product and waste of money	0
last time buying from you	0
it was a waste of  money	0
so far it has worked like a charm	1
i have only had it for a few weeks but so far so good	1
but in any case the best part is you can download these pictures to your laptop using ir or even send pictures from your laptop to the phone	1
would recommend this 	1
its   choice headset for yearsgreat sound; good volume; good noise cancellation	1
nice case feels good in your hands	1
the  received was counterfeit	0
just really good so far probably the best bt headset i have ever had	1
works fine	1
i received  headset in good time and was happy with it	1
i was very pleased to see that i could   well travled swivel holster for  blackberry flip	1
 sister has one also and  loves it	1
good quality	1
this is by far the worst purchase ive made on amazon	0
excellent dualpurpose headset	1
excellent	1
does not work for listening to music with the cingular 8125	0
it seems completely secure both holding on to  belt and keeping the iphone inside	1
the bottowm lineanother worthless cheap gimmick from sprint	0
having trouble with volume	0
the only good thing was that it fits comfortably on small ears	1
warning  do not buy	0
i am pairing this with  iphone and i could not be happier with it so far	1
when it opens the battery connection is broken and the device is turned off	0
i didnt want the clip going over the top of  ear causing 	0
best headset ever	1
dont trust their website and dont expect any helpful support	0
it was that loudglad to say that the plantronics 510 maintains a flawless connection to  cell and with no static during  use	1
the speaker is of low quality so as  the  tones sound very cheap	0
fits comfortably came with three  of earbud tips	1
excellent product for the price	1
bad reception	0
this product is very  quality  crap	0
it was quite comfortable in the ear	1
great phone	1
dont buy this product  it fails	0
everything about this product is wrongfirst	0
the pairing of the two devices was so easy it barely took a couple minutes before i started  calls with the voice dialing 	1
this was utterly  at first which caused me to lose a couple of very very important contacts	0
terrible phone holder	0
the  and buttons are placed perfectly	1
i love being able to use one headset for both by landline and cell	1
problem is that the ear loops are made of weak material and break easily	0
not  as good  as the amazon picture makes it look	0
but  these few flaws this case is of exceptional quality and well worth the  costs of owning an official oem product	1
how stupid is that	0
i can hear while im driving in the car and usually dont even have to put it on its loudest 	1
seller shipped quickly and much cheaper than the competitors	1
good show samsung	1
so i bought about 10 of these and saved alot of money	1
it always cuts out and makes a beep beep beep sound then says signal failed	0
couldnt  it out	0
 phone sounded ok  not great  ok but   phone was almost totally unintelligible  couldnt understand a word being said on it	0
so i had to take the battery out of the phone put it all back together and then restart it	0
while i managed to bend the leaf spring back in place the metal now has enough stress that it will break on the next drop	0
leopard print is wonderfully wild	1
works for me	1
saggy floppy piece of junk	0
much better than the hard plastic cases	1
